"id","engineCode","transmissionCode","intervalMileage","frequency","action","item","itemDescription","laborUnits","partUnits","driveType","modelYear"
101901,"4INAG2.5","ALL",75000,4,"Lubricate","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.05,0,"ALL","2005"
101986,"4INAG2.5","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101881,"4INAG2.5","ALL",7500,4,"Lubricate","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2005"
101994,"4INAG2.5","ALL",7500,4,"Inspect","Suspension, front","The assemblage of joints, links and other components between a vehicle and its wheels. The suspension in concert with the wheels and tires is largely responsible for a given vehicle's ride and handling characteristics.",0.1,0,"ALL","2005"
101988,"4INAG2.5","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101987,"4INAG2.5","ALL",105000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101992,"4INAG2.5","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2005"
101998,"4INAG2.5","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2005"
101996,"4INAG2.5","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2005"
101879,"4INAG2.5","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2005"
101872,"4INAG2.5","ALL",0,4,"Inspect","Radiator","A heat exchanger that transmits heat to the surrounding air - e.g., the heat exchanger that cools a vehicle's engine coolant.",0,0,"ALL","2005"
101479,"6INAG4.0","ALL",82500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101483,"6INAG4.0","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.24,6,"ALL","2005"
157316,"6INAG4.0","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"4WD","2005"
101487,"6INAG4.0","ALL",7500,4,"Inspect","Suspension, front","The assemblage of joints, links and other components between a vehicle and its wheels. The suspension in concert with the wheels and tires is largely responsible for a given vehicle's ride and handling characteristics.",0.1,0,"ALL","2005"
101476,"6INAG4.0","ALL",45000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101478,"6INAG4.0","ALL",75000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101500,"6INAG4.0","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2005"
101496,"6INAG4.0","ALL",0,4,"Inspect","Wheels & tires","A circular frame of hard material that may be solid or partly solid, is capable of  turning on an axle, and holds the rubber cushion that contains compressed air.",0,0,"ALL","2005"
157349,"6INAG4.0","ALL",30000,4,"Replace","Air filter","A device that filters incoming air fed to the engine.",0.2,1,"ALL","2005"
101492,"6INAG4.0","ALL",7500,4,"Replace","Oil filter","A cartridge-filled canister placed in an engine's lubricating system to strain dirt and abrasive materials out of the oil.",0.1,1,"ALL","2005"
101721,"6INAG4.0","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2005"
101713,"6INAG4.0","ALL",15000,4,"Inspect","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.1,0,"ALL","2005"
157314,"6INAG4.0","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.6,6,"ALL","2005"
101508,"6INAG4.0","ALL",15000,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2005"
157353,"6INAG4.0","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2005"
157310,"6INAG4.0","ALL",60000,4,"Replace","Spark plug wires","Cables that carry a high-voltage electrical charge the spark plug(s).",0.7,1,"ALL","2005"
157336,"6INAG4.0","ALL",0,4,"Check operation","Electrical equipment","Devices utilizing or creating electric current on a vehicle.",0,0,"ALL","2005"
101485,"6INAG4.0","ALL",7500,4,"Inspect","Exhaust system","A system of tubing that routes exhaust gases from the exhaust manifold to the rear of the car and into the air. The exhaust system includes catalytic converters and mufflers that help reduce air and noise pollution generated by an engine.",0.05,0,"ALL","2005"
101488,"6INAG4.0","ALL",120000,3,"Replace","Fuel filter","A replaceable metal or plastic canister that prevents particulate matter and most contaminants in the fuel from reaching the engine.",0.5,1,"ALL","2005"
101481,"6INAG4.0","ALL",112500,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101480,"6INAG4.0","ALL",105000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101723,"6INAG4.0","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2005"
101715,"6INAG4.0","ALL",75000,4,"Lubricate","Ball joints","Movable joints in the steering linkage and suspension system of a vehicle that permit rotating movement in any direction between the parts that are joined.",0.05,0,"ALL","2005"
101504,"6INAG4.0","ALL",7500,4,"Lubricate","Drive shaft","A sturdy metal tube with universal joints on either end that connects the engine to a differential on a rear-wheel or four-wheel drive vehicle.",0.1,0,"ALL","2005"
101506,"6INAG4.0","ALL",7500,4,"Inspect","Steering linkage","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles.",0.1,0,"4WD","2005"
101477,"6INAG4.0","ALL",52500,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2005"
101494,"6INAG4.0","ALL",0,4,"Inspect","Radiator","A heat exchanger that transmits heat to the surrounding air - e.g., the heat exchanger that cools a vehicle's engine coolant.",0,0,"ALL","2005"
101490,"6INAG4.0","ALL",0,4,"Check operation","Lights & accessories","Any source of illumination and any electrically operated convenience device.",0,0,"ALL","2005"
101720,"6INAG4.0","ALL",22500,4,"Inspect","Brake linings","High-friction, heat-resistant material that is attached to the brake shoes in a rear drum brake system.",0.2,0,"ALL","2005"
101716,"6INAG4.0","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2005"
101493,"6INAG4.0","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2005"
101718,"6INAG4.0","ALL",7500,4,"Inspect","Brake lines, hoses & connections","Tubes and their connections that carry brake fluid between the various components in a vehicle's brake system.",0.02,0,"ALL","2005"
101502,"6INAG4.0","ALL",7500,4,"Inspect","Chassis nuts & bolts","Fasteners holding parts onto a vehicle's frame.",0.1,0,"ALL","2005"
101724,"6INAG4.0","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2005"
101884,"4INAG2.5","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2005"
101886,"4INAG2.5","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.3,"ALL","2005"
101513,"6INAG4.0","MANUAL",37500,4,"Change","Manual transmission fluid","The fluid used for lubricating and cooling a manual transmission.",0.5,3.4,"ALL","2005"
101511,"6INAG4.0","AUTOMATIC",30000,4,"Change","Automatic transmission fluid","The fluid used for lubricating and cooling an automatic transmission.",0.5,4.2,"ALL","2005"
59539,"4INAG2.5","ALL",0,4,"Inspect","Transmission fluid","The liquid in a transmission that  allows it to function and serves as a cooling and lubrication medium.",0,0,"ALL","2006"
141596,"4INAG2.5","ALL",30000,4,"Change","Transfer case fluid","Lubricant used in the transfer case.",0.5,2.7,"4WD","2006"
59561,"4INAG2.5","ALL",7500,4,"Inspect","CV joints","Constant velocity joints, which are located on either end of the drive axles and transmit engine power while enabling full steering and suspension movement. Black accordion boots cover and protect these joints and hold lubricant.",0.06,0,"ALL","2006"
59572,"4INAG2.5","ALL",105000,3,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0.05,0,"ALL","2006"
59559,"4INAG2.5","ALL",0,4,"Check fluid level","Brake master cylinder","A device that stores brake fluid and hydraulically forces it through the brake lines to the brakes when the brake pedal is depressed.",0,0,"ALL","2006"
141601,"4INAG2.5","ALL",30000,4,"Inspect/adjust","Drive belt(s)","A belt that transfers the rotation of the engine through the crankshaft pulley to drive various devices, such as the alternator, water pump, air conditioning compressor or power steering pump.",0.03,0,"ALL","2006"
59562,"4INAG2.5","ALL",0,4,"Inspect","Coolant","Also known as ""antifreeze."" A mixture of water and ethylene glycol that has both a higher boiling point and a lower freezing point than plain water.",0,0,"ALL","2006"
59543,"4INAG2.5","ALL",15000,4,"Inspect","Steering linkage & ball joints","The arrangement of rods and lubricated joints connecting the steering gearbox to the wheel spindles, and the ball and socket type joints between the spindles and suspension control arms.",0.2,0,"ALL","2006"
141594,"4INAG2.5","ALL",30000,4,"Replace","Spark plugs","Cables that carry a high-voltage electrical charge from the distributor cap or ignition coils to the spark plugs.",0.5,4,"ALL","2006"
59554,"4INAG2.5","ALL",0,4,"Inspect","Battery","A box containing lead plates filled with a water and acid mixture that stores electricity generated by the alternator. It is the source of power for parts of the car that operate on electricity.",0.2,0,"ALL","2006"
59575,"4INAG2.5","ALL",7500,4,"Change","Engine oil","A substance that lubricates and cools the moving parts of the engine and reduces corrosion and the formation of rust.",0.16,4,"ALL","2006"
59661,"4INAG2.5","ALL",0,4,"Check level","Power steering fluid","Hydraulic fluid used in a power steering system.",0,0,"ALL","2006"
